Sector_12,Fiscal_Year,Budget_Amount,GDP_Growth_Rate,Inflation_CPI,Exchange_Rate_USD,Fiscal_Deficit_GDP,Global_GDP_Growth,Election_Year,High_Inflation,GDP_Growth_Lag1,Inflation_Lag1,Sector_Share_GDP,Year_End,Budget_Lag1,Budget_Lag2,Budget_Growth_Lag1,Sector_Share_Lag1,Sector_Share_Growth,Budget_Log,Share_Log,Budget_Log_Diff1,Share_Log_Diff1,Budget_LogDiff1_MA3,Share_LogDiff1_MA3,Trend,Inflation_x_Election,GDPGrowth_x_Election
governance and administration,07-08,5823.700000000001,3.08669805921981,6.2,40.24,2.7,3.0,0.0,1.0,7.6608150670107,6.6,5.2,2008,5064.3,4849.17,0.14995162213928892,5.3,-0.01886792452830177,8.669691077560774,1.6486586255873816,0.1397198737853209,-0.019048194970694432,0.09156412114748047,-0.009524097485347216,3,0.0,0.0
governance and administration,09-10,8884.45,8.49758470221235,12.3,47.42,6.4,4.6,1.0,1.0,7.86188883286074,9.1,5.2,2010,5823.700000000001,5064.3,0.5255679379088896,5.2,0.0,9.092057836590579,1.6486586255873816,0.4223667590298046,0.0,0.20183166710825517,-0.00634939832356481,4,12.3,8.49758470221235
governance and administration,10-11,8025.030000000001,5.24131619937695,10.5,45.58,6.5,3.3,0.0,1.0,8.49758470221235,12.3,5.2,2011,8884.45,5823.700000000001,-0.09673305606987492,5.2,0.0,8.990320686308987,1.6486586255873816,-0.10173715028159158,0.0,0.15344982751117797,-0.00634939832356481,5,0.0,0.0
governance and administration,11-12,9554.5,5.45638755166587,8.4,47.92,5.9,3.5,0.0,1.0,5.24131619937695,10.5,5.1,2012,8025.030000000001,8884.45,0.19058744951732254,5.2,-0.019230769230769384,9.164767526681427,1.62924053973028,0.17444684037243974,-0.019418085857101586,0.16502548304021758,-0.006472695285700529,6,0.0,0.0
governance and administration,12-13,12349.48,6.38610640094825,10.2,53.21,5.9,3.4,0.0,1.0,5.45638755166587,8.4,5.1,2013,9554.5,8025.030000000001,0.29253022136166207,5.1,0.0,9.421369235906514,1.62924053973028,0.2566017092250874,0.0,0.10977046643864519,-0.006472695285700529,7,0.0,0.0
governance and administration,13-14,14822.97,7.41022760508854,9.4,60.5,4.5,3.6,0.0,1.0,6.38610640094825,10.2,5.1,2014,12349.48,9554.5,0.20029102439940782,5.1,0.0,9.603933283630006,1.62924053973028,0.182564047723492,0.0,0.2045375324403397,-0.006472695285700529,8,0.0,0.0
governance and administration,15-16,19136.36,8.25630550179086,4.9,65.46,3.9,3.3,0.0,0.0,7.99625378571471,5.9,5.0,2016,14822.97,12349.48,0.29099364027586927,5.1,-0.019607843137254832,9.859345469282431,1.6094379124341003,0.25541218565242474,-0.019802627296179764,0.23152598086700138,-0.006600875765393255,9,0.0,0.0
governance and administration,16-17,21067.06,6.79538341897911,4.5,67.07,3.5,3.8,0.0,0.0,8.25630550179086,4.9,5.0,2017,19136.36,14822.97,0.10089170563262817,5.0,0.0,9.955465962178616,1.6094379124341003,0.09612049289618518,0.0,0.17803224209070065,-0.006600875765393255,10,0.0,0.0
governance and administration,17-18,20831.13,6.45385134497769,3.6,64.45,3.5,3.6,0.0,0.0,6.79538341897911,4.5,5.0,2018,21067.06,19136.36,-0.011198999765510753,5.0,0.0,9.9442037814634,1.6094379124341003,-0.011262180715215564,0.0,0.11342349927779811,-0.006600875765393255,11,0.0,0.0
governance and administration,18-19,66410.34,3.87143694070356,3.4,69.92,3.4,2.8,0.0,0.0,6.45385134497769,3.6,5.0,2019,20831.13,21067.06,2.1880334864215234,5.0,0.0,11.10360804623254,1.6094379124341003,1.1594042647691403,0.0,0.4147541923167033,0.0,12,0.0,0.0
