Base_Ministry,Fiscal_Year,Budget_Amount,GDP_Growth_Rate,Inflation_CPI,Exchange_Rate_USD,Current_Account_GDP,Global_GDP_Growth,Election_Year,High_Inflation,GDP_Growth_Lag1,Inflation_Lag1
Elementary Education and Literacy,10-11,33214.0,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Elementary Education and Literacy,11-12,41451.0,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Elementary Education and Literacy,12-13,48781.0,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Elementary Education and Literacy,13-14,52701.0,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Elementary Education and Literacy,15-16,6153.0,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Elementary Education and Literacy,16-17,8466.5,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Elementary Education and Literacy,17-18,46356.25,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Elementary Education and Literacy,18-19,50000.0,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Elementary Education and Literacy,19-20,56386.63,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Elementary Education and Literacy,20-21,59845.0,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Elementary Education and Literacy,21-22,54873.66,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Elementary Education and Literacy,22-23,63449.37,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Elementary Education and Literacy,23-24,68804.85,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Environment and Forests,05-06,1388.19,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Environment and Forests,06-07,1520.14,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Environment and Forests,07-08,1539.0,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Environment and Forests,09-10,2129.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Environment and Forests,10-11,2351.16,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Environment and Forests,11-12,2491.97,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Environment and Forests,12-13,2629.41,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Environment and Forests,13-14,2630.2,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Environment and Forests,15-16,1230.05,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Environment and Forests,16-17,1393.32,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Environment and Forests,17-18,2675.42,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Environment and Forests,18-19,88.75,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Environment and Forests,19-20,3175.72,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Environment and Forests,20-21,3100.0,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Environment and Forests,21-22,2869.93,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Environment and Forests,22-23,3030.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Environment and Forests,23-24,3079.4,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
External Affairs,05-06,3928.0,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
External Affairs,06-07,3695.05,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
External Affairs,07-08,4433.6,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
External Affairs,09-10,6293.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
External Affairs,10-11,6375.0,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
External Affairs,11-12,7106.0,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
External Affairs,12-13,9661.97,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
External Affairs,13-14,11719.0,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
External Affairs,15-16,14966.83,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
External Affairs,16-17,14662.66,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
External Affairs,17-18,14798.55,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
External Affairs,18-19,15011.0,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
External Affairs,19-20,16061.78,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
External Affairs,20-21,17346.71,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
External Affairs,21-22,18154.73,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
External Affairs,22-23,17250.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
External Affairs,23-24,18050.0,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Fertilisers,05-06,16398.82,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Fertilisers,06-07,17385.81,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Fertilisers,07-08,22532.0,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Fertilisers,09-10,50200.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Fertilisers,10-11,50215.0,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Fertilisers,11-12,50245.0,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Fertilisers,12-13,61256.0,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Fertilisers,13-14,66269.0,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Fertilisers,15-16,73047.8,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Fertilisers,16-17,70039.37,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Fertilisers,17-18,70032.71,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Fertilisers,18-19,70125.39,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Fertilisers,19-20,75035.0,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Fertilisers,20-21,71345.0,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Fertilisers,21-22,80011.39,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Fertilisers,22-23,105262.23,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Fertilisers,23-24,175148.48,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Food Processing Industries,05-06,186.55,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Food Processing Industries,06-07,173.7,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Food Processing Industries,07-08,258.3,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Food Processing Industries,09-10,350.5,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Food Processing Industries,10-11,409.72,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Food Processing Industries,11-12,610.09,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Food Processing Industries,12-13,670.54,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Food Processing Industries,13-14,719.11,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Food Processing Industries,15-16,498.51,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Food Processing Industries,16-17,636.02,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Food Processing Industries,17-18,800.0,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Food Processing Industries,18-19,1400.0,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Food Processing Industries,19-20,1196.6,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Food Processing Industries,20-21,1232.94,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Food Processing Industries,21-22,1308.66,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Food Processing Industries,22-23,2941.99,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Food Processing Industries,23-24,3287.65,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Food and Public Distribution,05-06,26590.1,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Food and Public Distribution,06-07,24595.8,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Food and Public Distribution,07-08,26085.0,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Food and Public Distribution,09-10,53262.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Food and Public Distribution,10-11,56133.05,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Food and Public Distribution,11-12,61606.01,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Food and Public Distribution,12-13,76267.16,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Food and Public Distribution,13-14,91034.55,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Food and Public Distribution,15-16,125212.0,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Food and Public Distribution,16-17,140150.0,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Food and Public Distribution,17-18,150504.69,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Food and Public Distribution,18-19,174159.1,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Food and Public Distribution,19-20,192240.39,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Food and Public Distribution,20-21,122235.43,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Food and Public Distribution,21-22,253974.3,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Food and Public Distribution,22-23,215959.58,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Food and Public Distribution,23-24,205513.94,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Health,05-06,3827.64,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Health,06-07,12545.88,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Health,07-08,15291.0,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Health,09-10,21113.33,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Health,10-11,23530.0,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Health,11-12,26897.0,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Health,12-13,30702.0,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Health,13-14,33278.0,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Health,15-16,11358.0,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Health,16-17,16371.08,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Health,17-18,47352.51,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Health,18-19,52800.0,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Health,19-20,61398.12,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Health,20-21,65011.8,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Health,21-22,71268.77,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Health,22-23,83000.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Health,23-24,86175.0,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Heavy Industry,05-06,861.32,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Heavy Industry,06-07,905.84,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Heavy Industry,07-08,906.3,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Heavy Industry,09-10,812.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Heavy Industry,10-11,881.71,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Heavy Industry,11-12,855.65,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Heavy Industry,12-13,1009.67,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Heavy Industry,13-14,1028.97,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Heavy Industry,15-16,1624.73,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Heavy Industry,16-17,1300.0,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Heavy Industry,17-18,2600.0,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Heavy Industry,18-19,1125.73,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Heavy Industry,19-20,1162.0,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Heavy Industry,20-21,1489.98,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Heavy Industry,21-22,995.27,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Heavy Industry,22-23,3306.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Heavy Industry,23-24,6171.63,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Home Affairs,05-06,17015.82,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Home Affairs,06-07,18018.41,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Home Affairs,07-08,20995.73,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Home Affairs,09-10,37299.78,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Home Affairs,10-11,35144.97,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Home Affairs,11-12,46789.85,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Home Affairs,12-13,52222.1,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Home Affairs,13-14,56906.84,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Home Affairs,15-16,65651.1,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Home Affairs,16-17,73406.37,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Home Affairs,17-18,78000.0,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Home Affairs,18-19,4793.36,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Home Affairs,19-20,4895.81,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Home Affairs,20-21,8002.0,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Home Affairs,21-22,7620.4,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Home Affairs,22-23,7621.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Home Affairs,23-24,5901.31,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Industrial Policy and Promotion,05-06,640.27,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Industrial Policy and Promotion,06-07,600.32,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Industrial Policy and Promotion,07-08,613.44,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Industrial Policy and Promotion,09-10,1186.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
Industrial Policy and Promotion,10-11,1208.87,5.24131619937695,8.91179336483371,46.6704666666667,-3.42928468606061,3.34731098254233,0.0,1.0,8.49758470221235,11.9893899204244
Industrial Policy and Promotion,11-12,1489.0,5.45638755166587,9.47899691419801,53.4372333333333,-5.00488971805303,2.70728114800572,0.0,1.0,5.24131619937695,8.91179336483371
Industrial Policy and Promotion,12-13,1567.25,6.38610640094825,10.0178784746102,58.5978454166667,-2.64566711733892,2.88902201263855,0.0,1.0,5.45638755166587,9.47899691419801
Industrial Policy and Promotion,13-14,1716.29,7.41022760508854,6.66565671867899,61.0295144607843,-1.33950896483453,3.14862374821116,0.0,1.0,6.38610640094825,10.0178784746102
Industrial Policy and Promotion,15-16,2616.19,8.25630550179086,4.94821634062141,67.1953128073894,-0.52788060603752,2.8143608967909,0.0,0.0,7.99625378571471,4.90697344127256
Industrial Policy and Promotion,16-17,3026.55,6.79538341897911,3.32817337461298,65.1215686450659,-1.43948820320989,3.45634160134833,0.0,0.0,8.25630550179086,4.94821634062141
Industrial Policy and Promotion,17-18,3608.87,6.45385134497769,3.9388264669163,68.3894670935422,-2.42697545810527,3.29609128087938,0.0,0.0,6.79538341897911,3.32817337461298
Industrial Policy and Promotion,18-19,6140.23,3.87143694070356,3.72950573539129,70.4203405359551,-1.04961203910072,2.71004016031682,0.0,0.0,6.45385134497769,3.9388264669163
Industrial Policy and Promotion,19-20,5674.51,-5.77772470686801,6.62343677628535,74.0995668836052,1.22362111042791,-2.84908234670684,1.0,1.0,3.87143694070356,3.72950573539129
Industrial Policy and Promotion,20-21,6605.55,9.68959249192875,5.13140747176369,73.9180128154351,-1.05524166809383,6.41954127739844,0.0,0.0,-5.77772470686801,6.62343677628535
Industrial Policy and Promotion,21-22,7782.24,7.60936497768895,6.69903414079852,78.6044905829916,-2.36247481487452,3.35991138278713,0.0,1.0,9.68959249192875,5.13140747176369
Industrial Policy and Promotion,22-23,8348.0,9.19075493028345,5.64914318907925,82.5992764460784,-0.878449448896405,2.94333273070453,0.0,0.0,7.60936497768895,6.69903414079852
Industrial Policy and Promotion,23-24,8200.63,6.48422363033757,4.95303550973656,83.669281580941,-0.828801355740078,2.86326302627855,0.0,0.0,9.19075493028345,5.64914318907925
Information Technology,05-06,965.3,8.06073257166651,5.79652337561634,45.3070083333333,-0.988988302952292,4.47122116709618,0.0,0.0,,
Information Technology,06-07,1126.0,7.6608150670107,6.37288135593231,41.3485333333333,-0.66371764877261,4.38558322159378,0.0,1.0,8.06073257166651,5.79652337561634
Information Technology,07-08,1536.0,3.08669805921981,8.34926704907581,43.5051833333333,-2.58337749259838,2.07395272619111,0.0,1.0,7.6608150670107,6.37288135593231
Information Technology,09-10,2582.0,8.49758470221235,11.9893899204244,45.7258121212121,-3.25348368945179,4.52714707154176,1.0,1.0,7.86188883286074,10.8823529411764
